genesymbol,canonical_marker,cell_type,germ_layer,human,human_sensitivity,human_specificity,mouse,mouse_sensitivity,mouse_specificity,ncbi_tax_id,organ,ubiquitiousness
OLIG2,True,Radial glia cells,Ectoderm,True,0.0,0.00156642,True,0.0,0.049355,9606,Brain,0.039
MATN4,True,Oligodendrocyte progenitor cells,Ectoderm,True,0.0,0.0,True,0.669811,0.0102127,9606,Brain,0.015
C1QL1,True,Oligodendrocyte progenitor cells,Ectoderm,True,0.0,0.00627944,True,0.801887,0.00435829,9606,Brain,0.013
GPR17,True,Oligodendrocyte progenitor cells,Ectoderm,True,0.0,0.0,True,0.693396,0.0156768,9606,Brain,0.02
EPN2,True,Oligodendrocyte progenitor cells,Ectoderm,True,1.0,0.0213501,True,0.801887,0.0426072,9606,Brain,0.046
LHFPL3,True,Oligodendrocyte progenitor cells,Ectoderm,True,0.0,0.0,True,0.816038,0.00630976,9606,Brain,0.014
NEU4,True,Oligodendrocyte progenitor cells,Ectoderm,True,0.142857,0.000627943,True,0.495283,0.00409809,9606,Brain,0.009
LAD1,True,Oligodendrocyte progenitor cells,Ectoderm,True,0.0,0.0282575,True,0.00471698,0.0221817,9606,Brain,0.023
SLC25A47,True,Oligodendrocyte progenitor cells,Ectoderm,True,0.0,0.000313972,True,0.0,0.0,9606,Brain,0.001
ETV5,True,Pulmonary alveolar type II cells,Endoderm,True,0.0769231,0.0128971,True,0.44697,0.0154663,9606,Lungs,0.019
ETV5,True,Oligodendrocyte progenitor cells,Ectoderm,True,0.0,0.0131868,True,0.0235849,0.0190594,9606,Brain,0.019
CSPG5,True,Oligodendrocyte progenitor cells,Ectoderm,True,0.0,0.00156986,True,0.867925,0.101607,9606,Brain,0.09
OLIG1,True,Schwann cells,Ectoderm,True,0.0,0.00438596,True,0.0,0.0826558,9606,Brain,0.066
OLIG1,True,Oligodendrocyte progenitor cells,Ectoderm,True,1.0,0.0021978,True,0.995283,0.0696025,9606,Brain,0.066
OLIG1,True,Oligodendrocytes,Ectoderm,True,0.142857,0.00316056,True,0.991957,0.036458,9606,Brain,0.066
TNR,True,Oligodendrocyte progenitor cells,Ectoderm,True,1.0,0.0,True,0.0,0.0,9606,Brain,0.009
FYN,True,Oligodendrocyte progenitor cells,Ectoderm,True,0.0,0.0549451,True,0.391509,0.0705783,9606,Brain,0.069
CNP,True,Schwann cells,Ectoderm,True,0.0,0.0682957,True,0.770115,0.120338,9606,Brain,0.115
CNP,True,Oligodendrocyte progenitor cells,Ectoderm,True,0.857143,0.066562,True,0.34434,0.120926,9606,Brain,0.115
GALC,True,Oligodendrocytes,Ectoderm,True,0.0,0.00410872,True,0.00134048,0.00128041,9606,Brain,0.002
MOG,True,Oligodendrocytes,Ectoderm,True,0.964286,0.000316056,True,0.906166,0.00323472,9606,Brain,0.039
TF,True,Oligodendrocytes,Ectoderm,True,1.0,0.00884956,False,0.0,0.0,9606,Brain,0.004
TF,True,Sertoli cells,Mesoderm,True,0.0,0.0175439,False,0.0,0.0,9606,Reproductive,0.004
OLIG3,True,Oligodendrocytes,Ectoderm,True,0.0,0.0,True,0.0,0.00087607,9606,Brain,0.001
GJC2,True,Oligodendrocytes,Ectoderm,True,0.0,0.0,True,0.545576,0.00060651,9606,Brain,0.021
BCAS1,True,Oligodendrocytes,Ectoderm,True,0.214286,0.00600506,True,0.676944,0.0100411,9606,Brain,0.035
BCAS1,True,Schwann cells,Ectoderm,True,0.0,0.00783208,True,0.0804598,0.0417473,9606,Brain,0.035
ENPP6,True,Oligodendrocytes,Ectoderm,True,0.107143,0.0,True,0.41689,0.00680639,9606,Brain,0.021
TMEM63A,True,Oligodendrocytes,Ectoderm,True,0.642857,0.00316056,True,0.0,0.0,9606,Brain,0.016
GPR62,True,Oligodendrocytes,Ectoderm,True,0.0,0.0,True,0.116622,0.00154997,9606,Brain,0.006
SLC25A38,True,Oligodendrocytes,Ectoderm,True,0.0,0.00790139,True,0.0,0.0,9606,Brain,0.012
TYRO3,True,Oligodendrocytes,Ectoderm,True,0.0357143,0.00916561,True,0.0,0.0,9606,Brain,0.019
S1PR5,True,Oligodendrocytes,Ectoderm,True,0.0,0.00158028,True,0.0,0.0,9606,Brain,0.011
ASPA,True,Oligodendrocytes,Ectoderm,True,0.0,0.00347661,True,0.561662,0.00586293,9606,Brain,0.027
ASPA,True,Schwann cells,Ectoderm,True,0.0,0.00344612,True,0.310345,0.0309072,9606,Brain,0.027
EPHB1,True,Oligodendrocytes,Ectoderm,True,0.0,0.00410872,True,0.382038,0.00370645,9606,Brain,0.018
EPHB1,True,Osteoclasts,Mesoderm,True,0.0,0.00407268,True,0.0,0.0218186,9606,Bone,0.018
FASN,True,Oligodendrocytes,Ectoderm,True,0.0,0.0322377,True,0.256032,0.0368623,9606,Brain,0.048
OMG,True,Oligodendrocytes,Ectoderm,True,0.285714,0.000948167,True,0.340483,0.00822158,9606,Brain,0.02
ZDHHC9,True,Oligodendrocytes,Ectoderm,True,0.0,0.0126422,True,0.0,0.0,9606,Brain,0.021
ADAMTS4,True,Oligodendrocytes,Ectoderm,True,0.107143,0.0116941,True,0.441019,0.00754768,9606,Brain,0.025
MYRF,True,Oligodendrocytes,Ectoderm,True,0.535714,0.000948167,True,0.41689,0.00242604,9606,Brain,0.019
SEMA4D,True,Osteoclasts,Mesoderm,True,0.0,0.00720551,True,0.0,0.0,9606,Bone,0.036
SEMA4D,True,Oligodendrocytes,Ectoderm,True,0.535714,0.00252845,True,0.0,0.0,9606,Brain,0.036
TMEM125,True,Oligodendrocytes,Ectoderm,True,0.142857,0.00695322,True,0.0,0.0,9606,Brain,0.021
KLHL2,True,Oligodendrocytes,Ectoderm,True,0.0,0.000632111,True,0.613941,0.0138149,9606,Brain,0.034
DPY19L1,True,Oligodendrocytes,Ectoderm,True,0.0,0.005689,True,0.575067,0.00977155,9606,Brain,0.03
TSPAN15,True,Oligodendrocytes,Ectoderm,True,0.214286,0.0249684,True,0.0,0.0,9606,Brain,0.048
HAPLN2,True,Oligodendrocytes,Ectoderm,True,0.25,0.0,True,0.424933,0.00114563,9606,Brain,0.017
OPALIN,True,Oligodendrocytes,Ectoderm,True,0.214286,0.0,True,0.646113,0.00074129,9606,Brain,0.026
ERMN,True,Oligodendrocytes,Ectoderm,True,1.0,0.00158028,True,0.798928,0.00154997,9606,Brain,0.034
FA2H,True,Oligodendrocytes,Ectoderm,True,0.25,0.00347661,True,0.903485,0.0040434,9606,Brain,0.039
CLDN11,True,Oligodendrocytes,Ectoderm,True,0.964286,0.034134,True,1.0,0.0181953,9606,Brain,0.059
CLDN11,True,Sertoli cells,Mesoderm,True,0.0,0.0422932,True,0.473684,0.0641925,9606,Reproductive,0.059
ELOVL7,True,Oligodendrocytes,Ectoderm,True,0.0,0.000632111,True,0.576407,0.0103781,9606,Brain,0.031
PLLP,True,Oligodendrocytes,Ectoderm,True,0.535714,0.00979772,True,0.797587,0.0173192,9606,Brain,0.046
NINJ2,True,Oligodendrocytes,Ectoderm,True,0.107143,0.000948167,True,0.0469169,0.0,9606,Brain,0.002
SGK2,True,Oligodendrocytes,Ectoderm,True,0.0,0.000632111,True,0.0,0.0,9606,Brain,0.001
GJC3,True,Oligodendrocytes,Ectoderm,True,0.0,0.0,True,0.923593,0.0108498,9606,Brain,0.044
KLK6,True,Oligodendrocytes,Ectoderm,True,0.5,0.0,True,0.0764075,0.00026956,9606,Brain,0.004
NFE2L3,True,Oligodendrocytes,Ectoderm,True,0.0,0.00726928,True,0.0134048,0.00148258,9606,Brain,0.003
PEX5L,True,Oligodendrocytes,Ectoderm,True,0.75,0.00221239,True,0.608579,0.00707595,9606,Brain,0.03
CLDN14,True,Oligodendrocytes,Ectoderm,True,0.0,0.0,True,0.0576407,0.0013478,9606,Brain,0.003
CNTF,True,Oligodendrocytes,Ectoderm,True,0.0,0.0,True,0.0,0.0,9606,Brain,0.0
EML1,True,Oligodendrocytes,Ectoderm,True,0.0,0.00158028,True,0.0160858,0.0020217,9606,Brain,0.002
KIF6,True,Oligodendrocytes,Ectoderm,True,0.0,0.00252845,True,0.0,0.00101085,9606,Brain,0.001
NIPAL4,True,Oligodendrocytes,Ectoderm,True,0.0,0.0,True,0.0469169,0.00087607,9606,Brain,0.002
SEC14L5,True,Oligodendrocytes,Ectoderm,True,0.0,0.0,True,0.0,0.0,9606,Brain,0.001
SP7,True,Osteoblasts,Mesoderm,True,0.0,0.0,True,0.0,0.0,9606,Bone,0.001
SP7,True,Oligodendrocytes,Ectoderm,True,0.0,0.0,True,0.0,0.0,9606,Brain,0.001
ST18,True,Oligodendrocytes,Ectoderm,True,1.0,0.00126422,True,0.0,0.0,9606,Brain,0.006
DUSP15,True,Oligodendrocytes,Ectoderm,True,0.0,0.0309735,True,0.284182,0.00559337,9606,Brain,0.02
ARSG,True,Oligodendrocytes,Ectoderm,True,0.0,0.00126422,True,0.178284,0.0013478,9606,Brain,0.008
NPC1,True,Oligodendrocytes,Ectoderm,True,0.0,0.0,True,0.0817694,0.00350428,9606,Brain,0.006
MAG,True,Schwann cells,Ectoderm,True,0.0,0.0109649,True,0.045977,0.0536843,9606,Brain,0.045
MAG,True,Oligodendrocytes,Ectoderm,True,1.0,0.00221239,True,0.989276,0.00660422,9606,Brain,0.045
SLC25A29,True,Oligodendrocytes,Ectoderm,True,0.0,0.000632111,True,0.0,0.0,9606,Brain,0.0
SLC25A19,True,Oligodendrocytes,Ectoderm,True,0.0,0.000316056,True,0.0,0.0,9606,Brain,0.006
PLEKHH1,True,Oligodendrocytes,Ectoderm,True,0.321429,0.0,True,0.0321716,0.00026956,9606,Brain,0.002
TMEM88B,True,Oligodendrocytes,Ectoderm,True,0.0,0.0,True,0.0,0.0,9606,Brain,0.034
DBNDD2,True,Oligodendrocytes,Ectoderm,True,0.0,0.0,True,0.285523,0.00384123,9606,Brain,0.014
SGK3,True,Oligodendrocytes,Ectoderm,True,0.0,0.0,True,0.0,0.0,9606,Brain,0.014
ARRDC2,True,Oligodendrocytes,Ectoderm,True,0.0,0.000948167,True,0.0187668,0.00020217,9606,Brain,0.001
PLP1,True,Oligodendrocytes,Ectoderm,True,1.0,0.0218078,True,1.0,0.103174,9606,Brain,0.123
PLP1,True,Schwann cells,Ectoderm,True,0.0,0.0303885,True,1.0,0.141309,9606,Brain,0.123
MBP,True,Oligodendrocytes,Ectoderm,True,1.0,0.0445638,True,1.0,0.0934699,9606,Brain,0.12
SLC6A6,True,Osteoblasts,Mesoderm,True,0.0,0.000626566,True,0.0,0.0,9606,Bone,0.102
SLC6A6,True,Pinealocytes,Ectoderm,True,0.0,0.000626566,True,0.0,0.0,9606,Brain,0.102
LRP4,True,Osteoblasts,Mesoderm,True,0.0,0.0,True,0.783784,0.0563417,9606,Bone,0.046
EGFL6,True,Pulmonary alveolar type I cells,Endoderm,True,0.0,0.00814536,True,0.0,0.0106102,9606,Lungs,0.01
EGFL6,True,Pulmonary alveolar type II cells,Endoderm,True,0.0,0.00817867,True,0.666667,0.00498285,9606,Lungs,0.01
EGFL6,True,Osteoblasts,Mesoderm,True,0.0,0.00814536,True,0.0,0.0106123,9606,Bone,0.01
GPER1,True,Osteoblasts,Mesoderm,True,0.0,0.00156642,True,0.0,0.0127991,9606,Bone,0.01
NF2,True,Smooth muscle cells,Mesoderm,True,0.0,0.0444655,True,0.00826446,0.00801862,9606,Smooth muscle,0.016
NF2,True,Osteoblasts,Mesoderm,True,0.0,0.0441729,True,0.0,0.00803962,9606,Bone,0.016
NF2,True,Sertoli cells,Mesoderm,True,0.0,0.0441729,True,0.0,0.00804014,9606,Reproductive,0.016
PHEX,True,Osteoblasts,Mesoderm,True,0.0,0.000626566,True,0.324324,6.4317e-05,9606,Bone,0.001
PLCD4,True,Osteoblasts,Mesoderm,True,0.0,0.0,True,0.0,0.00501672,9606,Bone,0.004
FOXO1,True,Osteoblasts,Mesoderm,True,0.0,0.0075188,True,0.0540541,0.0255981,9606,Bone,0.022
MAGED1,True,Osteoblasts,Mesoderm,True,0.0,0.0845865,True,0.72973,0.395935,9606,Bone,0.334
PARD6G,True,Osteoblasts,Mesoderm,True,0.0,0.000313283,True,0.567568,0.0217391,9606,Bone,0.018
TNFSF11,True,Osteoblasts,Mesoderm,True,0.0,0.000313283,True,0.0,0.0,9606,Bone,0.001
TNFRSF10A,True,Osteoblasts,Mesoderm,True,0.0,0.00469925,False,0.0,0.0,9606,Bone,0.001
CX3CL1,True,Osteoblasts,Mesoderm,True,0.0,0.0056391,True,0.0,0.0403267,9606,Bone,0.033
F2R,True,Platelets,Mesoderm,True,0.0,0.033877,True,0.333333,0.0379926,9606,Blood,0.036
F2R,True,Osteoblasts,Mesoderm,True,0.0,0.0338346,True,0.0,0.03814,9606,Bone,0.036
NOD1,True,Osteoblasts,Mesoderm,True,0.0,0.0,True,0.0,0.000385902,9606,Bone,0.0
NOD2,True,Osteoblasts,Mesoderm,True,0.0,0.0,True,0.0,0.000128634,9606,Bone,0.0
NOD2,True,Platelets,Mesoderm,True,0.0,0.0,True,0.0,0.000128353,9606,Blood,0.0
NOD2,True,Paneth cells,Endoderm,True,0.0,0.0,True,0.0,0.000128991,9606,GI tract,0.0
CYP27B1,True,Parathyroid chief cells,Endoderm,True,0.0,0.0,True,0.0,0.0,9606,Parathyroid glands,0.0
CYP27B1,True,Osteoblasts,Mesoderm,True,0.0,0.0,True,0.0,0.0,9606,Bone,0.0
P2RX4,True,Osteoblasts,Mesoderm,True,0.0,0.0131579,True,0.0,0.028621,9606,Bone,0.025
INSR,True,Osteoblasts,Mesoderm,True,0.0,0.0632832,True,0.0,0.0133779,9606,Bone,0.022
EPHB4,True,Osteoblasts,Mesoderm,True,0.0,0.0103383,True,0.0,0.00881142,9606,Bone,0.009
FGFR1,True,Parathyroid chief cells,Endoderm,True,0.0,0.0588972,True,0.0,0.0732897,9606,Parathyroid glands,0.072
FGFR1,True,Osteoblasts,Mesoderm,True,0.0,0.0588972,True,0.648649,0.0719064,9606,Bone,0.072
BGLAP,True,Osteoblasts,Mesoderm,True,0.0,0.0,True,0.945946,0.0041806,9606,Bone,0.005
BGLAP,True,Platelets,Mesoderm,True,0.0,0.0,True,0.0,0.00641766,9606,Blood,0.005
TLR5,True,Paneth cells,Endoderm,True,0.0,0.0,True,0.0,0.0,9606,GI tract,0.0
TLR5,True,Osteoblasts,Mesoderm,True,0.0,0.0,True,0.0,0.0,9606,Bone,0.0
COL11A2,True,Osteoblasts,Mesoderm,True,0.0,0.00281955,True,0.675676,0.0045665,9606,Bone,0.005
IBSP,True,Osteoblasts,Mesoderm,True,0.0,0.0,True,1.0,0.00475945,9606,Bone,0.006
NPNT,True,Osteoblasts,Mesoderm,True,0.0,0.00908521,True,0.027027,0.0192308,9606,Bone,0.017
OLFML1,True,Osteoblasts,Mesoderm,True,0.0,0.0,True,0.0,0.00225109,9606,Bone,0.002
TNFRSF11A,True,Osteoclasts,Mesoderm,True,0.0,0.000626566,True,0.0,0.0,9606,Bone,0.001
TNFRSF11A,True,Osteoclast precursor cells,Mesoderm,True,0.0,0.000626566,True,0.0,0.0,9606,Bone,0.001
CYSLTR1,True,Osteoclast precursor cells,Mesoderm,True,0.0,0.0206767,True,0.0,0.00295156,9606,Bone,0.006
SOST,True,Osteoclasts,Mesoderm,True,0.0,0.00689223,True,0.0,0.0,9606,Bone,0.002
SOST,True,Osteocytes,Mesoderm,True,0.0,0.00689223,True,0.0,0.0,9606,Bone,0.002
ZBTB7A,True,Osteoclasts,Mesoderm,True,0.0,0.0206767,True,0.0,0.0,9606,Bone,0.091
TNFRSF11B,True,Osteoclasts,Mesoderm,True,0.0,0.00219298,True,0.0,0.0,9606,Bone,0.002
PTPRA,True,Osteoclasts,Mesoderm,True,0.0,0.0485589,True,0.5,0.18533,9606,Bone,0.158
ITPR3,True,Osteoclasts,Mesoderm,True,0.0,0.0134712,True,0.0,0.00641725,9606,Bone,0.007
THRA,True,Osteoclasts,Mesoderm,True,0.0,0.0303885,True,0.0,0.0,9606,Bone,0.28
LTB4R,True,Osteoclasts,Mesoderm,True,0.0,0.00156642,False,0.0,0.0,9606,Bone,0.0
TRPV5,True,Osteoclasts,Mesoderm,True,0.0,0.0,True,0.0,0.0,9606,Bone,0.0
SNX10,True,Osteoclasts,Mesoderm,True,0.0,0.0325815,True,0.0,0.0,9606,Bone,0.051
OSCAR,True,Osteoclasts,Mesoderm,True,0.0,0.000626566,True,1.0,0.0,9606,Bone,0.0
DCSTAMP,True,Osteoclasts,Mesoderm,True,0.0,0.00156642,True,1.0,0.000385035,9606,Bone,0.001
SLC39A14,True,Osteoclasts,Mesoderm,True,0.0,0.0131579,True,0.0,0.0,9606,Bone,0.006
IRAK3,True,Osteoclasts,Mesoderm,True,0.0,0.0037594,True,0.0,0.00288776,9606,Bone,0.003
ITGAV,True,Osteoclasts,Mesoderm,True,0.0,0.0219298,True,1.0,0.0274017,9606,Bone,0.026
GRM8,True,Osteoclasts,Mesoderm,True,0.0,0.00407268,True,0.0,0.00128345,9606,Bone,0.002
GRM8,True,Plasmacytoid dendritic cells,Mesoderm,True,0.0,0.00410095,True,0.05,0.00122069,9606,Immune system,0.002
PFN1,True,Osteocytes,Mesoderm,True,0.0,0.789787,True,0.0,0.797048,9606,Bone,0.797
GCM2,True,Oxyphil cells,Endoderm,True,0.0,0.0,True,0.0,0.00044915,9606,Parathyroid glands,0.0
RPL23A,True,Pancreatic progenitor cells,Endoderm,True,0.0,0.818922,True,0.0,0.0,9606,Pancreas,0.174
MFNG,True,Pancreatic progenitor cells,Endoderm,True,0.0,0.0219298,True,0.0,0.0383061,9606,Pancreas,0.035
MMP11,True,Pulmonary alveolar type I cells,Endoderm,True,0.0,0.00438596,True,0.323529,0.00803807,9606,Lungs,0.01
MMP11,True,Pancreatic stellate cells,Endoderm,True,0.434783,0.00126223,True,0.0,0.00872746,9606,Pancreas,0.01
TNFAIP6,True,Pancreatic stellate cells,Endoderm,True,0.608696,0.022089,True,0.0,0.0,9606,Pancreas,0.024
DEFA5,True,Paneth cells,Endoderm,True,0.0,0.00093985,True,0.45,0.000773944,9606,GI tract,0.003
DEFA6,True,Paneth cells,Endoderm,True,0.0,0.0,False,0.0,0.0,9606,GI tract,0.0
PLA2G2A,True,Paneth cells,Endoderm,True,0.0,0.0247494,True,0.675,0.00225734,9606,GI tract,0.009
GUCA2B,True,Paneth cells,Endoderm,True,0.0,0.00783208,True,0.8625,0.0176717,9606,GI tract,0.019
REG3G,True,Paneth cells,Endoderm,True,0.0,0.00219298,True,0.0,0.0,9606,GI tract,0.017
ANGPT4,True,Plasma cells,Mesoderm,True,0.0,0.0,True,0.0,0.000705852,9606,Immune system,0.001
GPX2,True,Paneth cells,Endoderm,True,0.0,0.0479323,True,0.7375,0.0343115,9606,GI tract,0.04
PNLIPRP2,True,Paneth cells,Endoderm,True,0.0,0.00156642,True,0.3125,0.00180587,9606,GI tract,0.003
LGR4,True,Paneth cells,Endoderm,True,0.0,0.0128446,True,0.0375,0.0168978,9606,GI tract,0.017
RIPK2,True,Paneth cells,Endoderm,True,0.0,0.0140977,True,0.0,0.0,9606,GI tract,0.004
RAP1A,True,Paneth cells,Endoderm,True,0.0,0.170426,True,0.0,0.0,9606,GI tract,0.314
ATG16L1,True,Paneth cells,Endoderm,True,0.0,0.000626566,True,0.0,0.00309578,9606,GI tract,0.003
WNT9B,True,Paneth cells,Endoderm,True,0.0,0.0,True,0.0,0.0,9606,GI tract,0.0
MPTX1,True,Paneth cells,Endoderm,True,0.0,0.0,True,0.025,0.00096743,9606,GI tract,0.001
KLF15,True,Paneth cells,Endoderm,True,0.0,0.000313283,True,0.0,0.00167688,9606,GI tract,0.001
LRP2,True,Parathyroid chief cells,Endoderm,True,0.0,0.0056391,True,0.333333,0.0114234,9606,Parathyroid glands,0.01
LRP2,True,Proximal tubule cells,Mesoderm,True,1.0,0.00532748,True,0.785714,0.00799227,9606,Kidney,0.01
PTH,True,Parathyroid chief cells,Endoderm,True,0.0,0.0,True,1.0,0.000256706,9606,Parathyroid glands,0.0
RAB3A,True,Parathyroid chief cells,Endoderm,True,0.0,0.0131579,True,0.0,0.0,9606,Parathyroid glands,0.179
HIP1R,True,Parietal cells,Endoderm,True,0.0,0.000626566,True,0.0,0.00814886,9606,GI tract,0.007
EGFL8,True,Schwann cells,Ectoderm,True,0.0,0.0,True,0.241379,0.00187121,9606,Brain,0.003
SEMA3B,True,Schwann cells,Ectoderm,True,0.0,0.0178571,True,0.0,0.0,9606,Brain,0.009
SEMA3B,True,Pulmonary alveolar type I cells,Endoderm,True,0.0,0.0178571,True,0.0,0.0,9606,Lungs,0.009
HIGD1B,True,Pericytes,Mesoderm,True,1.0,0.00376766,True,0.938017,0.0109496,9606,Vasculature,0.021
SLC38A11,True,Smooth muscle cells,Mesoderm,True,0.047619,0.000946074,True,0.0,0.0,9606,Smooth muscle,0.003
ATP13A5,True,Pericytes,Mesoderm,True,0.0,0.000313972,True,0.359504,0.00195529,9606,Vasculature,0.006
INPP4B,True,Pericytes,Mesoderm,True,0.0,0.0150706,True,0.103306,0.00716939,9606,Vasculature,0.01
MYO1B,True,Pericytes,Mesoderm,True,0.428571,0.0298273,True,0.826446,0.0433422,9606,Vasculature,0.05
COG7,True,Pericytes,Mesoderm,True,0.0,0.000313972,True,0.0413223,0.0099068,9606,Vasculature,0.008
HEYL,True,Pericytes,Mesoderm,True,0.285714,0.00313972,True,0.661157,0.00488822,9606,Vasculature,0.013
HEYL,True,Satellite cells,Mesoderm,True,0.0,0.0037594,True,0.142857,0.0150212,9606,Skeletal muscle,0.013
GNB4,True,Pericytes,Mesoderm,True,0.142857,0.0169545,True,0.690083,0.0477742,9606,Vasculature,0.05
KCNMB1,True,Smooth muscle cells,Mesoderm,True,0.238095,0.00883002,True,0.115702,0.00181066,9606,Smooth muscle,0.004
TPM4,True,Peritubular myoid cells,Mesoderm,True,0.358491,0.34374,True,0.0,0.0,9606,Reproductive,0.311
WNT2B,True,Peritubular myoid cells,Mesoderm,True,0.132075,0.0035043,True,0.0,0.0,9606,Reproductive,0.001
RCVRN,True,Photoreceptor cells,Ectoderm,True,0.0,0.0,True,0.0,0.0,9606,Eye,0.003
SAG,True,Pinealocytes,Ectoderm,True,0.0,0.0018797,True,0.0,0.0,9606,Brain,0.005
RHO,True,Photoreceptor cells,Ectoderm,True,0.0,0.0,True,0.0,0.0,9606,Eye,0.006
ROM1,True,Pinealocytes,Ectoderm,True,0.0,0.000313283,True,0.0,0.0,9606,Brain,0.007
CRX,True,Pinealocytes,Ectoderm,True,0.0,0.0,True,1.0,0.00269611,9606,Brain,0.002
CRX,True,Photoreceptor cells,Ectoderm,True,0.0,0.0,True,0.281879,0.000453485,9606,Eye,0.002
ASMT,True,Pinealocytes,Ectoderm,True,0.0,0.0,True,0.0,0.0,9606,Brain,0.0
GNGT1,True,Pinealocytes,Ectoderm,True,0.0,0.0,True,1.0,0.00860187,9606,Brain,0.007
CNGB1,True,Pinealocytes,Ectoderm,True,0.0,0.0,True,1.0,0.00147644,9606,Brain,0.001
CNGA1,True,Pinealocytes,Ectoderm,True,0.0,0.0,True,1.0,0.00205418,9606,Brain,0.002
PDE6C,True,Pinealocytes,Ectoderm,True,0.0,0.0,True,0.0,0.000577738,9606,Brain,0.0
ADRA1B,True,Pinealocytes,Ectoderm,True,0.0,0.0,True,0.0,0.00288869,9606,Brain,0.002
DRD4,True,Pinealocytes,Ectoderm,True,0.0,0.0,True,1.0,0.00147644,9606,Brain,0.001
CHRNB4,True,Pinealocytes,Ectoderm,True,0.0,0.000626566,True,0.0,0.000898703,9606,Brain,0.001
CACNA1F,True,Pinealocytes,Ectoderm,True,0.0,0.0,True,0.0,6.41931e-05,9606,Brain,0.0
PRDM1,True,Plasma cells,Mesoderm,True,0.25,0.0174271,True,0.0,0.00166838,9606,Immune system,0.005
PIAS1,True,Plasma cells,Mesoderm,True,0.0,0.0307351,True,0.0,0.0155929,9606,Immune system,0.018
CYCS,True,Plasma cells,Mesoderm,True,0.777778,0.504119,True,0.0,0.34683,9606,Immune system,0.38
HTRA2,True,Plasma cells,Mesoderm,True,0.0,0.000316857,True,0.0,0.00102669,9606,Immune system,0.001
CCR10,True,Plasma cells,Mesoderm,True,0.166667,0.00095057,True,0.0,0.000705852,9606,Immune system,0.002
ABCB9,True,Plasma cells,Mesoderm,True,0.0277778,0.000316857,True,0.0,0.00295175,9606,Immune system,0.002
AMPD1,True,Plasma cells,Mesoderm,True,0.0,0.0,True,0.0,6.41684e-05,9606,Immune system,0.0
ATXN8OS,True,Plasma cells,Mesoderm,True,0.0,0.0,False,0.0,0.0,9606,Immune system,0.0
C11orf80,True,Plasma cells,Mesoderm,True,0.0,0.01109,False,0.0,0.0,9606,Immune system,0.002
GPR25,True,Plasma cells,Mesoderm,True,0.0,0.0,True,0.0,0.0,9606,Immune system,0.0
H2AC4,True,Plasma cells,Mesoderm,True,0.0,0.000633714,True,0.0,0.025154,9606,Immune system,0.02
H2BC7,True,Platelets,Mesoderm,True,0.0,0.0131744,True,1.0,0.237068,9606,Blood,0.192
H2BC7,True,Plasma cells,Mesoderm,True,0.0277778,0.00792142,True,0.0,0.000449179,9606,Immune system,0.002
IGHE,True,Plasma cells,Mesoderm,True,0.0,0.000316857,True,0.0,0.0,9606,Immune system,0.0
KCNA3,True,Plasma cells,Mesoderm,True,0.0,0.0,True,0.0,0.000449179,9606,Immune system,0.0
KCNG2,True,Plasma cells,Mesoderm,True,0.0,0.0,True,0.0,0.00327259,9606,Immune system,0.003
LIME1,True,Plasma cells,Mesoderm,True,0.0,0.0,True,0.0,0.0,9606,Immune system,0.0
MAN1A1,True,Plasma cells,Mesoderm,True,0.0,0.0218631,False,0.0,0.0,9606,Immune system,0.004
MAST1,True,Plasma cells,Mesoderm,True,0.0,0.0,True,0.0,0.0,9606,Immune system,0.0
MROH7,True,Plasma cells,Mesoderm,True,0.0,0.0107731,True,0.0,0.000192505,9606,Immune system,0.002
PDK1,True,Plasma cells,Mesoderm,True,0.333333,0.0129911,True,0.0,0.0137962,9606,Immune system,0.015
SPAG4,True,Plasma cells,Mesoderm,True,0.305556,0.01109,True,0.0,0.0,9606,Immune system,0.005
ST6GALNAC4,True,Plasma cells,Mesoderm,True,0.111111,0.0190114,True,0.0,0.0,9606,Immune system,0.014
TGM5,True,Plasma cells,Mesoderm,True,0.0,0.0,True,0.0,0.0,9606,Immune system,0.001
ZBP1,True,Plasma cells,Mesoderm,True,0.166667,0.00538657,True,0.0,0.0,9606,Immune system,0.015
ZNF165,True,Plasma cells,Mesoderm,True,0.0,0.0171103,False,0.0,0.0,9606,Immune system,0.003
IGHG2,True,Plasma cells,Mesoderm,True,0.583333,0.00316857,False,0.0,0.0,9606,Immune system,0.002
IGHA2,True,Plasma cells,Mesoderm,True,0.611111,0.00602028,False,0.0,0.0,9606,Immune system,0.003
IGLV3-1,True,Plasma cells,Mesoderm,True,0.222222,0.000316857,False,0.0,0.0,9606,Immune system,0.0
IGLC7,True,Plasma cells,Mesoderm,True,0.138889,0.0,False,0.0,0.0,9606,Immune system,0.0
SSR4,True,Plasma cells,Mesoderm,True,1.0,0.657161,True,0.0,0.0,9606,Immune system,0.51
IL16,True,Plasma cells,Mesoderm,True,0.0,0.0095057,True,0.0,0.0152721,9606,Immune system,0.014
PPIB,True,Plasma cells,Mesoderm,True,0.0,0.00697085,True,0.0,0.0180955,9606,Immune system,0.016
CD4,True,Plasmacytoid dendritic cells,Mesoderm,True,0.272727,0.0170347,True,0.7,0.00668166,9606,Immune system,0.009
CD4,True,T cells,Mesoderm,True,0.0355731,0.0173528,True,0.0654206,0.00676599,9606,Immune system,0.009
